,char,length,count
1241,"囗"" kvg:part=""2",520.8613383151874,16
1242,"土"" kvg:position=""bottom"" kvg:radical=""general",520.449851940786,16
1243,"土"" kvg:position=""bottom"" kvg:radical=""general",492.30325320330746,16
1244,"土"" kvg:position=""bottom"" kvg:radical=""tradit",567.4956235850027,16
1245,"一"" kvg:position=""bottom",529.8725326353768,16
1246,"亠"" kvg:position=""top",490.3358262305552,16
1247,"𧘇"" kvg:position=""bottom",477.72419342417663,16
1248,"土"" kvg:position=""bottom"" kvg:radical=""general",521.5902875423673,17
1249,"土"" kvg:position=""bottom"" kvg:radical=""tradit",588.0928096425871,17
1250,"豕"" kvg:position=""bottom",483.0267949193869,17
1251,"皿"" kvg:position=""bottom",601.8128893464602,17
1252,"土"" kvg:position=""bottom"" kvg:radical=""tradit",602.9887591171064,18
1253,八,622.2954330776312,18
1254,厶,563.4144123732997,19
1255,"衣"" kvg:part=""2",505.3878458591138,19
1256,"土"" kvg:position=""bottom"" kvg:radical=""tradit",592.038780870668,19
1257,"衣"" kvg:part=""2"" kvg:position=""bottom",585.793420027175,20
1258,土,626.0403124579781,20
1259,"士"" kvg:radical=""general",217.3146771430859,3
1260,"士"" kvg:radical=""tradit",261.91636071855925,4
1261,"士"" kvg:position=""right"" kvg:radical=""tradit",282.0450750406017,6
1262,"士"" kvg:position=""right"" kvg:radical=""general",353.5278173667094,7
1263,"士"" kvg:variant=""true"" kvg:original=""土"" kvg:position=""top"" kvg:radical=""general",312.0234311367706,7
1264,匕,349.8212814806278,7
1265,丿,336.1290622138934,7
1266,"二"" kvg:part=""2",532.0115608712931,11
1267,口,459.90689570031486,12
1268,"二"" kvg:part=""2"" kvg:variant=""true",461.0971253037782,12
1269,"月"" kvg:position=""bottom",487.28662002916826,12
1270,"二"" kvg:part=""2",501.00492170444045,13
1271,"寸"" kvg:position=""right",541.6861511996171,14
1272,"夂"" kvg:radical=""general",263.8420431306662,3
1273,"夂"" kvg:position=""bottom"" kvg:radical=""tradit",375.9354961049298,9
1274,"夂"" kvg:variant=""true"" kvg:radical=""nelson",277.49303106003094,3
1275,"夂"" kvg:position=""bottom"" kvg:radical=""general",416.4518255355348,9
1276,"夂"" kvg:position=""bottom"" kvg:radical=""tradit",448.36492583948365,10
1277,"夂"" kvg:position=""right"" kvg:radical=""general",538.912680840383,14
1278,"夕"" kvg:radical=""general",191.59501060542982,3
1279,"卜"" kvg:position=""right",268.8812471250194,5
1280,"卩"" kvg:position=""right"" kvg:radical=""nelson",303.6825093714925,5
1281,"夕"" kvg:radical=""tradit",386.9901200079032,6
1282,"夕"" kvg:position=""bottom",274.31563446714495,6
1283,"夕"" kvg:position=""bottom"" kvg:radical=""tradit",372.304573289818,6
1284,"夕"" kvg:radical=""tradit",354.8276973923398,8
1285,"夕"" kvg:position=""bottom"" kvg:radical=""tradit",466.38438711168965,13
1286,"夕"" kvg:position=""bottom"" kvg:radical=""tradit",560.4355034667327,14
1287,"大"" kvg:radical=""general",215.9875633999091,3
1288,"大"" kvg:position=""bottom"" kvg:radical=""tradit",260.49889857331834,4
1289,"丶"" kvg:position=""bottom",230.56358171366517,4
1290,"丿"" kvg:radical=""nelson",271.5286446780578,4
1291,人,303.1061555768711,4
1292,"大"" kvg:radical=""tradit",267.50330487341535,4
1293,"大"" kvg:radical=""tradit",334.3736789847276,5
1294,"大"" kvg:radical=""tradit",295.7478624156678,5
1295,"十"" kvg:position=""bottom",289.4760102370428,5
1296,"丿"" kvg:radical=""nelson",434.94806372545946,6
1297,二,331.60891584801846,6
1298,"丿"" kvg:radical=""nelson",336.0681332985415,7
1299,日,446.0619242895577,8
1300,亅,345.39772217797855,8
1301,"示"" kvg:position=""bottom",345.0200269565021,8
1302,丨,438.1171130557905,8
1303,"土"" kvg:position=""bottom",448.55911563396194,9
1304,"大"" kvg:radical=""general",446.20173510074835,9
1305,"大"" kvg:position=""bottom"" kvg:radical=""general",432.35267906761385,9
1306,"大"" kvg:position=""bottom"" kvg:radical=""general",436.04445801572086,9
1307,"十"" kvg:part=""2",396.8090835826388,8
1308,"大"" kvg:position=""bottom"" kvg:radical=""tradit",393.85958449057125,9
1309,厶,451.12637845648464,10
1310,"大"" kvg:position=""bottom"" kvg:radical=""general",442.15690323704223,10
1311,"大"" kvg:position=""bottom"" kvg:radical=""general",409.1029076096295,10
1312,"大"" kvg:position=""bottom"" kvg:radical=""tradit",522.5614799359015,12
1313,日,534.0518468921994,12
1314,"大"" kvg:position=""bottom"" kvg:radical=""tradit",437.0222112860053,12
1315,"大"" kvg:position=""bottom"" kvg:radical=""general",462.9409472522597,13
1316,"大"" kvg:position=""bottom"" kvg:radical=""general",412.5178309602152,13
1317,"匚"" kvg:part=""2"" kvg:position=""kamae",495.0365378158056,14
1318,"寸"" kvg:position=""bottom",490.71675747990594,14
1319,"大"" kvg:position=""bottom"" kvg:radical=""general",503.666488634669,14
1320,"田"" kvg:position=""bottom",597.4940363524321,16
1321,"女"" kvg:radical=""general",258.396592890018,3
1322,"又"" kvg:position=""right",339.0570648254175,5
1323,十,350.9757278757266,6
1324,"子"" kvg:position=""right",353.95893183070143,6
1325,丶,339.86170606089115,6
1326,"口"" kvg:position=""right",312.73885316043726,6
1327,"己"" kvg:position=""right"" kvg:phon=""己/配T",352.51239417728425,6
1328,"女"" kvg:position=""bottom"" kvg:radical=""tradit",374.45966884347393,6
1329,士,373.00408712687727,7
1330,"十"" kvg:partial=""true",430.02016352746455,7
1331,"又"" kvg:position=""bottom",407.0334484594329,7
1332,大,383.60276997254323,7
1333,丿,341.56497862738524,7
1334,"女"" kvg:radical=""general",407.89241203183013,7
1335,"女"" kvg:position=""right"" kvg:radical=""general",421.3054693125901,7
1336,"匕"" kvg:position=""right",424.60975267904837,7
1337,"女"" kvg:position=""bottom"" kvg:radical=""tradit",319.2460538086652,7
1338,"亠"" kvg:position=""top",363.2402444894512,7
1339,口,388.75943210557057,8
1340,"一"" kvg:position=""bottom",445.94921943852705,8
1341,木,426.4465167517514,8
1342,"女"" kvg:position=""bottom"" kvg:radical=""general",493.1955504230466,8
1343,"女"" kvg:position=""bottom"" kvg:radical=""tradit",396.9693982166025,8
1344,"毋"" kvg:part=""2"" kvg:variant=""true",493.146851178761,8
1345,巾,407.5670692523833,8
1346,口,382.13881787683044,8
1347,一,454.07241984072573,8
1348,"口"" kvg:position=""bottom",394.00846626805605,8
1349,"生"" kvg:position=""right"" kvg:phon=""生",391.8087602976363,8
1350,"女"" kvg:position=""bottom"" kvg:radical=""tradit",446.34400672512453,8
1351,士,442.5419116137833,9
1352,"儿"" kvg:part=""2",457.80999006336015,9
1353,"女"" kvg:position=""bottom"" kvg:radical=""tradit",451.29563160179987,9
1354,匕,462.85557535615754,9
1355,"女"" kvg:position=""right",481.3989635292313,9
1356,"大"" kvg:part=""2",546.563251691407,9
1357,土,456.613623323269,9
1358,"臣"" kvg:position=""right"" kvg:phon=""臣",448.85209745862494,10
1359,"口"" kvg:position=""bottom",413.58298088375875,9
1360,"囗"" kvg:part=""2",527.7799500540472,9
1361,"女"" kvg:position=""bottom"" kvg:radical=""general",386.1007295097245,9
1362,丶,427.75039432552126,9
1363,"土"" kvg:position=""bottom",437.8639539665096,9
1364,"日"" kvg:part=""2"" kvg:partial=""true",515.2049017603337,10
1365,"女"" kvg:position=""bottom"" kvg:radical=""general",379.3884887808045,10
1366,艮,438.50212803017064,10
1367,"力"" kvg:position=""bottom",528.8073044321209,10
1368,"⻏"" kvg:variant=""true"" kvg:original=""邑"" kvg:position=""right",554.4448982673072,10
1369,"月"" kvg:position=""bottom",498.5143295475087,10
1370,厂,458.92047667796277,10
1371,丶,524.5704166084204,10
1372,"丿"" kvg:position=""left",487.4573242429341,10
1373,八,424.3525472001177,10
1374,"又"" kvg:position=""right",553.5319299860929,11
1375,"女"" kvg:position=""bottom"" kvg:radical=""general",507.61591527192576,11
1376,"日"" kvg:position=""bottom",522.9839520433574,11
1377,亅,509.9515448416589,11
1378,"女"" kvg:position=""bottom"" kvg:radical=""general",584.4435159500306,11
1379,"女"" kvg:position=""bottom"" kvg:radical=""general",457.70258914400813,11
1380,"卩"" kvg:position=""right",498.37561872986697,11
1381,"日"" kvg:position=""bottom",498.0580321292768,11
1382,十,513.7691035843319,11
1383,巾,504.68518625205644,11
1384,"女"" kvg:position=""bottom"" kvg:radical=""general",474.8175264220809,11
1385,士,444.1176166001091,11
1386,"月"" kvg:position=""bottom",484.55196205493706,12
1387,"木"" kvg:position=""bottom",491.69982229586344,12
1388,目,572.4988382200552,12
1389,又,502.00776979646014,12
1390,"皿"" kvg:position=""bottom",574.85480763442,13
1391,"灬"" kvg:variant=""true"" kvg:original=""火",518.9971273477104,13
1392,"土"" kvg:variant=""true",644.6608973124728,13
1393,"豕"" kvg:position=""bottom",471.00092657136577,13
1394,"又"" kvg:position=""bottom",531.242427211853,12
1395,大,478.528116905667,13
1396,"冫"" kvg:variant=""true",582.6951498864063,13
1397,丨,575.3807386664298,13
1398,"女"" kvg:position=""right",619.4150051576981,13
1399,"示"" kvg:position=""bottom",558.2924611585637,14
1400,"匚"" kvg:part=""2"" kvg:position=""kamae",590.5632901964052,14
1401,"口"" kvg:position=""bottom",532.447709370731,14
1402,"灬"" kvg:variant=""true"" kvg:original=""火",526.158740554905,14
1403,巾,516.9451709836864,14
1404,丿,573.7777454294013,14
1405,月,644.4095249862306,15
1406,木,632.2997725644917,15
1407,口,502.07313396354556,15
1408,丨,577.4149134360466,15
1409,口,580.6078958523085,15
1410,"女"" kvg:position=""bottom"" kvg:radical=""general",559.6764541409627,16
1411,"𧘇"" kvg:position=""bottom",530.1655485490002,16
1412,"八"" kvg:position=""bottom",587.161687165898,17
1413,冂,556.2681598387611,17
1414,"女"" kvg:position=""bottom"" kvg:radical=""general",553.9052662610978,17
1415,"力"" kvg:position=""bottom",699.6500376943607,17
1416,"十"" kvg:part=""2"" kvg:variant=""true",591.8697270446768,17
1417,"八"" kvg:position=""bottom",679.38275743602,19
1418,"目"" kvg:position=""right",611.2369412247012,20
1419,"衣"" kvg:part=""2"" kvg:position=""bottom",645.2520245623311,20
1420,丶,626.4222432330414,20
1421,"子"" kvg:radical=""general",220.0903881530417,3
1422,"亅"" kvg:radical=""nelson",207.51650463433884,3
1423,"乙"" kvg:position=""right",267.67490228102696,4
1424,"子"" kvg:position=""bottom"" kvg:radical=""general",364.20107584769215,5
1425,"子"" kvg:position=""bottom"" kvg:radical=""tradit"" kvg:phon=""子",311.00627764006504,6
1426,"子"" kvg:position=""tarec"" kvg:radical=""general",331.9439443255163,6
1427,"子"" kvg:position=""bottom"" kvg:radical=""general",314.11016907345794,7
1428,"子"" kvg:position=""bottom"" kvg:radical=""general",365.154900606653,7
1429,丿,355.50116713866646,7
1430,"子"" kvg:radical=""tradit",392.4558765330055,7
1431,"皿"" kvg:position=""bottom",425.30324771636293,8
1432,"子"" kvg:position=""bottom"" kvg:radical=""tradit",373.7312072622968,8
1433,"厶"" kvg:variant=""true"" kvg:original=""厶",394.7762638044779,9
1434,"子"" kvg:position=""bottom"" kvg:radical=""general",426.68809992529555,8
1435,"子"" kvg:position=""bottom"" kvg:radical=""general",306.6800693328613,8
1436,"人"" kvg:position=""bottom",394.3607709407685,9
1437,"糸"" kvg:position=""bottom",396.84515858277297,10
1438,丶,474.50611537468126,11
1439,"子"" kvg:position=""right",539.5132407748122,12
1440,"子"" kvg:position=""bottom"" kvg:radical=""tradit",473.3950762647406,12
1441,"子"" kvg:position=""bottom"" kvg:radical=""tradit",535.4844262968112,14
1442,"子"" kvg:position=""bottom"" kvg:radical=""general",471.4966371808672,16
1443,冂,563.2898519596201,17
1444,冖,120.2085491893569,3
1445,"匕"" kvg:position=""bottom",269.31610837048964,5
1446,一,307.99434066200814,6
1447,亅,267.7189121474176,6
1448,"寸"" kvg:position=""bottom",280.4986462781041,6
1449,"女"" kvg:position=""bottom",345.95063146374673,6
1450,"木"" kvg:position=""bottom",351.13768528490385,7
1451,丿,314.6544095999391,7
1452,"八"" kvg:position=""bottom",281.1617461110688,7
1453,厶,355.91003396607084,7
1454,口,353.3073131737218,8
1455,"示"" kvg:position=""bottom",316.84270177213625,8
1456,口,327.7012628842973,8
1457,"日"" kvg:part=""2"" kvg:partial=""true",393.78674522618434,8
1458,人,322.81649527799,8
1459,"卩"" kvg:position=""right",369.0412532553264,8
1460,一,357.32800145365627,8
1461,丶,322.5522882545696,8
1462,人,371.9375551059842,8
1463,口,378.59450234039923,9
1464,一,414.72056621005976,9
1465,土,381.889663643864,9
1466,月,418.73527670020616,9
1467,"臣"" kvg:position=""bottom",440.1370749025399,10
1468,口,333.76746301078225,10
1469,"十"" kvg:position=""bottom",380.1137945629206,10
1470,"口"" kvg:position=""bottom",402.4803779741304,10
1471,女,445.1271244731689,10
1472,"月"" kvg:position=""bottom",392.10524855622475,10
1473,"豕"" kvg:position=""bottom",359.55639615581606,10
1474,厂,434.7291791035109,10
1475,口,359.8357334802771,10
1476,"日"" kvg:position=""bottom",418.058142308353,11
1477,"又"" kvg:position=""right",403.81306426281776,11
1478,丶,458.2173789934725,11
1479,亅,396.5204378633847,11
1480,"八"" kvg:variant=""true",400.68083241286797,11
1481,"山"" kvg:position=""bottom",398.80029888755246,11
1482,"又"" kvg:variant=""true"" kvg:position=""bottom",443.45273016547526,11
1483,"亻"" kvg:variant=""true"" kvg:original=""人",474.2767546163328,11
1484,田,449.51871520154236,12
1485,木,517.2514821308927,12
1486,"冫"" kvg:original=""氷",432.5565958816958,12
1487,"田"" kvg:part=""2"" kvg:variant=""true",474.94230714078543,12
1488,人,457.50158373075976,12
1489,"儿"" kvg:position=""bottom",472.3012875550212,13
1490,又,470.0733187628405,13
1491,大,519.3456077335427,13
1492,"示"" kvg:position=""bottom",462.58968967746273,14
1493,"刀"" kvg:position=""bottom",499.60340680615263,14
1494,又,581.6408075370975,14
1495,"口"" kvg:position=""bottom",526.1110860300828,14
1496,彡,501.22920207120154,14
1497,"八"" kvg:position=""bottom",547.8668702762603,14
1498,亅,413.9745108629167,14
1499,"木"" kvg:position=""bottom",570.0140406141804,14
1500,"田"" kvg:position=""bottom",514.261492923205,15
1501,"灬"" kvg:variant=""true"" kvg:original=""火",461.8251115546649,15
1502,小,488.95409274395195,15
1503,𧘇,553.8033016382761,16
1504,"八"" kvg:position=""bottom",554.1465231473774,19
1505,"月"" kvg:position=""bottom",578.1954341051439,19
1506,"八"" kvg:position=""bottom",580.7586430215949,20
1507,"寸"" kvg:radical=""general",202.82587018967055,3
1508,"寸"" kvg:position=""bottom"" kvg:radical=""tradit",305.1917467383492,6
1509,"寸"" kvg:position=""right"" kvg:radical=""tradit",298.40978278657093,7
1510,"寸"" kvg:radical=""tradit"" kvg:phon=""工+一+吋V",419.05094777355123,7
1511,"寸"" kvg:position=""right"" kvg:radical=""general",344.16563810591657,9
1512,"寸"" kvg:position=""bottom"" kvg:radical=""general",441.4014043394479,9
1513,"寸"" kvg:position=""bottom"" kvg:radical=""general",501.52434458656353,10
1514,"寸"" kvg:position=""right"" kvg:radical=""tradit",447.56839029121727,10
1515,"寸"" kvg:position=""nyoc"" kvg:radical=""tradit",417.8016358596468,10
1516,"寸"" kvg:position=""bottom"" kvg:radical=""tradit",323.88987936058794,10
1517,"寸"" kvg:position=""bottom"" kvg:radical=""general",442.9796854636178,11
1518,"寸"" kvg:position=""bottom"" kvg:radical=""general",482.5337250371401,11
1519,"寸"" kvg:position=""right"" kvg:radical=""tradit",414.208776632798,11
1520,"寸"" kvg:position=""bottom"" kvg:radical=""tradit",492.76738184269925,12
1521,"寸"" kvg:position=""bottom"" kvg:radical=""tradit",428.3298723237232,12
1522,"寸"" kvg:position=""right"" kvg:radical=""general",424.03098897720537,14
1523,"寸"" kvg:position=""bottom"" kvg:radical=""general",479.0395394557787,15
1524,"小"" kvg:radical=""general",141.0548796646466,3
1525,"丿"" kvg:radical=""nelson",194.55678537156106,4
1526,"小"" kvg:position=""bottom"" kvg:radical=""general",247.51147819827332,5
1527,"大"" kvg:position=""bottom",282.5264290467169,6
1528,口,342.2168408493412,8
1529,丿,490.4294531642356,13
1530,丿,252.92880416268073,3
1531,"丶"" kvg:radical=""nelson",273.33518522820236,4
1532,"丶"" kvg:radical=""nelson",384.7500404724145,7
1533,丿,386.0454559439492,8
1534,丶,425.3907057247267,12
1535,"尸"" kvg:radical=""general",212.91902640883598,3
1536,"丿"" kvg:radical=""nelson",315.3886497326313,4
1537,"八"" kvg:part=""2",246.77769943315286,4
1538,乙,376.0512944002674,5
1539,"匕"" kvg:position=""tarec",328.01847550701626,5
1540,"冫"" kvg:position=""bottom",262.7834896796645,6
1541,"毛"" kvg:position=""tarec",394.62174366309944,7
1542,"水"" kvg:position=""tarec",384.68265484736014,7
1543,口,397.75890328922065,7
1544,"匕"" kvg:position=""right",406.84737390426955,7
1545,"口"" kvg:position=""bottom",397.1675043518466,8
1546,凵,447.2043434515281,8
1547,凵,411.1257903076701,8
1548,"日"" kvg:part=""2"" kvg:partial=""true",473.91120270228913,8
1549,土,447.62587873784474,9
1550,匕,446.4658475296642,9
1551,"米"" kvg:position=""tarec",446.1039668766588,9
1552,"十"" kvg:part=""2",437.0523263524046,9
1553,"又"" kvg:position=""bottom",482.30720461876535,10
1554,"月"" kvg:position=""bottom",471.8571509248784,10
1555,"八"" kvg:position=""bottom",472.4831636666309,10
1556,"十"" kvg:part=""2",446.95666065898666,10
1557,"虫"" kvg:part=""2",535.6262540856612,12
1558,日,522.8835048313949,12
1559,女,561.2781239988562,12
1560,"日"" kvg:position=""bottom",559.7690615844527,14
1561,夂,543.3520965422719,15
1562,丨,666.8947318372354,21
1563,丿,234.93437242775533,3
1564,"乙"" kvg:variant=""true"" kvg:radical=""nelson",296.3258345594717,4
1565,"山"" kvg:radical=""general",202.5752544942976,3
1566,"刀"" kvg:position=""bottom",296.06296667974584,5
1567,"乙"" kvg:position=""bottom",354.6034491948582,6
1568,又,385.5977699574795,7
1569,"又"" kvg:position=""bottom",364.63481850966934,7
1570,一,326.26950399416745,7
1571,"山"" kvg:position=""bottom"" kvg:radical=""general",335.45528209394394,7
1572,"山"" kvg:radical=""tradit",399.6348421427875,8
1573,一,422.41977678358813,8
1574,口,374.44631246137646,8
1575,"日"" kvg:part=""2"" kvg:partial=""true",461.1225731950347,8
1576,丨,430.77315925503046,8
1577,"山"" kvg:position=""bottom"" kvg:radical=""general",357.5626922697343,8
1578,"山"" kvg:position=""bottom"" kvg:radical=""tradit",340.4048604643606,8
1579,"日"" kvg:position=""bottom",416.46315558729884,8
1580,"氏"" kvg:variant=""true",468.7683364426364,8
1581,十,343.78553246632555,8
1582,"一"" kvg:position=""bottom",432.30652692994704,8
1583,十,367.84413828504347,8
1584,"口"" kvg:position=""bottom",364.17119119158434,8
1585,"十"" kvg:part=""2",434.92941910736664,8
1586,"口"" kvg:position=""bottom",366.91116597977117,9
1587,"寸"" kvg:position=""bottom",376.90559930950974,9
1588,"卜"" kvg:variant=""true",321.82850902768644,9
1589,"大"" kvg:part=""2",393.365757250997,9
1590,丶,466.1152280587419,10
1591,丶,451.9633470337831,10
1592,口,366.0305338446691,10
1593,"月"" kvg:position=""bottom",429.8368574973576,10
1594,丨,481.56821438652287,10
1595,丨,452.7460062239708,10
1596,"山"" kvg:radical=""tradit",423.9797623063062,10
1597,丿,509.1628088262917,10
1598,"夂"" kvg:position=""bottom",424.1625281745635,10
1599,"大"" kvg:part=""2",419.50785077556935,10
1600,"示"" kvg:position=""bottom",374.9449662581091,11
1601,丨,448.86894599693875,10
1602,亅,403.31459152769696,11
1603,"匕"" kvg:position=""right",450.7694147381556,11
1604,"亻"" kvg:variant=""true"" kvg:original=""人",468.9470678416957,11
1605,"土"" kvg:position=""bottom",487.8886384979614,11
1606,"土"" kvg:position=""bottom",452.2884805526168,11
1607,山,457.73184282025596,11
1608,"十"" kvg:part=""2"" kvg:variant=""true",468.280009769255,11
1609,"十"" kvg:part=""2"" kvg:variant=""true",478.3294681344505,11
1610,"夂"" kvg:position=""bottom",464.82255472248806,11
1611,凵,498.5415052268538,11
1612,"金"" kvg:position=""bottom",440.51470483689144,11
1613,亅,425.56293729263723,11
1614,"月"" kvg:position=""right",475.2392078685876,11
1615,目,546.8166957461581,12
1616,"欠"" kvg:position=""right",448.7610830713664,12
1617,"田"" kvg:part=""2"" kvg:variant=""true",545.3907215335918,12
1618,丨,472.68688898958123,12
1619,"山"" kvg:position=""bottom"" kvg:radical=""general",394.0319602295265,12
1620,亅,389.6123255173094,12
1621,口,462.8530692327334,13
1622,厶,476.8435774492483,13
1623,工,468.5215611378514,13
1624,工,448.8236169159901,13
1625,"冫"" kvg:variant=""true",532.0820554753326,13
1626,十,480.97491730621846,14
1627,"斤"" kvg:position=""right",515.2738816965007,14
1628,"匚"" kvg:part=""2"" kvg:position=""kamae",546.6061608541814,14
1629,"灬"" kvg:variant=""true"" kvg:original=""火",480.4986216196762,14
1630,"灬"" kvg:variant=""true"" kvg:original=""火",460.4532285937029,14
1631,生,570.6215905542464,15
1632,口,480.9917808301527,15
1633,丿,506.4387023517916,15
1634,丶,542.2449073429204,16
1635,人,459.94747195919354,16
1636,人,525.4374470059976,17
1637,"八"" kvg:position=""bottom",495.6439587821487,17
1638,"八"" kvg:position=""bottom",511.1512160609589,16
1639,丶,515.69389155095,17
1640,丶,634.9408787789108,20
1641,丿,521.2229566497517,20
1642,厶,656.6841606873472,21
1643,"山"" kvg:position=""bottom"" kvg:radical=""general",532.1721057940306,22
1644,"八"" kvg:position=""bottom",646.8312242008103,22
1645,丿,610.4747337910069,23
1646,"巛"" kvg:radical=""general",262.6317616562287,3
1647,"川"" kvg:original=""巛"" kvg:radical=""general",192.73567605816083,3
1648,"丨"" kvg:radical=""nelson",267.93577543231197,6
1649,"⻌"" kvg:original=""辶"" kvg:position=""nyo"" kvg:radical=""nelson",341.41932003977973,6
1650,"田"" kvg:part=""2",449.151381987116,11
1651,"工"" kvg:radical=""general",183.228390309164,3
1652,"工"" kvg:radical=""general",284.12380454209506,5
1653,"丂"" kvg:position=""right"" kvg:phon=""丂",264.4767299257988,5
1654,"匚"" kvg:part=""3"" kvg:original=""工"" kvg:radical=""tradit",312.02359421797155,5
1655,"工"" kvg:part=""2"" kvg:radical=""tradit",315.2718976166373,7
1656,"工"" kvg:radical=""tradit",371.80896660999383,10
1657,"己"" kvg:radical=""general",248.54983426842946,3
1658,"己"" kvg:variant=""true"" kvg:radical=""general",248.19116378876726,3
1659,"己"" kvg:variant=""true"" kvg:radical=""general",263.31426682434505,3
1660,"乙"" kvg:radical=""nelson",284.1728641003888,4
1661,"己"" kvg:part=""2"" kvg:original=""巳"" kvg:radical=""general",401.06306179667706,7
1662,"己"" kvg:position=""bottom"" kvg:radical=""general",427.64520026432206,9
1663,"己"" kvg:position=""bottom"" kvg:radical=""general",419.6078311991676,9
1664,"八"" kvg:position=""bottom"" kvg:radical=""nelson",445.436130263431,12
1665,"巾"" kvg:radical=""general",244.72594143283504,3
1666,"巾"" kvg:position=""bottom"" kvg:radical=""tradit"" kvg:phon=""止V",295.66689305713516,5
1667,"巾"" kvg:radical=""general",332.6833328452987,5
1668,丶,384.3270736812764,6
1669,"巾"" kvg:position=""bottom"" kvg:radical=""general",405.22041888173004,7
1670,"巾"" kvg:radical=""general",408.89723456779865,7
1671,"巾"" kvg:position=""bottom"" kvg:radical=""general",419.3556698797645,8
1672,"口"" kvg:position=""bottom",403.8430408606627,8
1673,大,453.96600124070363,8
1674,"巾"" kvg:radical=""tradit",438.9856199223527,8
1675,"巾"" kvg:position=""bottom"" kvg:radical=""tradit",391.97064505259755,8
1676,"巾"" kvg:position=""bottom"" kvg:radical=""tradit",365.90280632625667,9
1677,"丨"" kvg:radical=""nelson",407.58660049200233,9
1678,"巾"" kvg:radical=""tradit",455.00907367292524,10
1679,"巾"" kvg:radical=""tradit",424.9473198988046,10
1680,"巾"" kvg:radical=""general",458.65337647478566,10
1681,"巾"" kvg:radical=""tradit",424.85740688821375,10
1682,"長"" kvg:position=""right"" kvg:phon=""長",455.08948120989515,11
1683,"巾"" kvg:radical=""general",470.04548634670084,11
1684,"亻"" kvg:variant=""true"" kvg:original=""人",530.6621720580738,11
1685,"巾"" kvg:radical=""tradit",383.6581027249741,11
1686,"目"" kvg:position=""bottom",549.0249857003483,12
1687,"八"" kvg:position=""bottom",503.89053594241693,12
1688,口,527.4261296691776,12
1689,土,583.5157709050159,12
1690,田,515.7383788847974,12
1691,"巾"" kvg:position=""bottom"" kvg:radical=""general",429.80642781094423,12
1692,丿,522.7374108484961,13
1693,"八"" kvg:position=""bottom",504.17802324805933,13
1694,又,582.7915137660374,14
1695,"巾"" kvg:position=""bottom"" kvg:radical=""tradit",532.9110689537259,13
1696,"囗"" kvg:part=""2",697.3328131500108,14
1697,丶,575.0496999159457,15
1698,"田"" kvg:position=""bottom",599.4462481372889,15
1699,日,612.1012331688419,15
1700,"巾"" kvg:position=""bottom"" kvg:radical=""general",428.58108175557834,15
1701,"巾"" kvg:position=""bottom"" kvg:radical=""general",474.5978868867922,15
1702,十,203.38789259494285,3
1703,十,261.5867059708559,5
1704,"干"" kvg:part=""2"" kvg:radical=""tradit",302.42998588888463,6
1705,十,284.6147930461523,6
1706,"十"" kvg:part=""2",317.84207315636024,6
1707,十,338.6671895511355,8
1708,十,445.38161181307794,13
1709,"幺"" kvg:radical=""general",228.86605827990016,3
1710,"幺"" kvg:position=""left"" kvg:radical=""general",271.2665380544078,4
1711,"力"" kvg:position=""right",333.76133975678636,5
1712,"山"" kvg:part=""2",459.53410428282206,9
1713,丶,474.32394556462435,12
1714,厂,153.0374261168953,3
1715,亅,256.31546120766524,5
1716,"厶"" kvg:position=""tarec"" kvg:phon=""厶",265.49964281447507,5
1717,"土"" kvg:position=""tarec",299.40848347035137,6
1718,"匕"" kvg:position=""right",365.8601260435551,7
1719,"木"" kvg:position=""tarec",352.45553626064685,7
1720,亅,338.2993890151546,7
1721,"一"" kvg:position=""bottom",392.6753505874882,8
1722,己,427.96737756003756,8
1723,"口"" kvg:position=""bottom",339.7230372567846,8
1724,人,440.5320245506799,8
1725,"寸"" kvg:position=""right",357.5153400214949,8
1726,䒑,392.6195486696957,9
1727,又,423.36850088422136,9
1728,土,392.70302958263136,10
1729,"車"" kvg:position=""tarec",483.1218833068857,10
1730,"廴"" kvg:position=""nyo",428.354597056684,10
1731,日,507.0969857055594,11
1732,"灬"" kvg:variant=""true"" kvg:original=""火",363.2426505535527,11
1733,"氺"" kvg:variant=""true"" kvg:original=""水",450.3215754398097,11
1734,"用"" kvg:variant=""true"" kvg:phon=""用",603.7084904943134,11
1735,"刂"" kvg:variant=""true"" kvg:original=""刀"" kvg:position=""right",470.7042048873548,12
1736,"目"" kvg:position=""right",516.948081747486,12
1737,"丿"" kvg:position=""left",469.803859931812,12
1738,"夂"" kvg:position=""bottom",545.555142183132,13
1739,丨,562.6983506877286,13
1740,"⻏"" kvg:variant=""true"" kvg:original=""邑"" kvg:position=""right",488.66371781946674,12
1741,"又"" kvg:position=""bottom",525.6516093671449,14
1742,"丿"" kvg:position=""left",523.0754529971913,14
1743,"⻏"" kvg:variant=""true"" kvg:original=""邑"" kvg:position=""right",500.46546016352676,14
1744,彡,514.7087227953374,14
1745,"寸"" kvg:position=""right",477.02134576856633,15
1746,土,618.3608482204089,15
1747,"斤"" kvg:position=""right",533.656900190939,15
1748,"月"" kvg:position=""right",543.957792313598,15
1749,丿,515.6245035866338,15
1750,"灬"" kvg:variant=""true"" kvg:original=""火"" kvg:position=""bottom",540.6101251981762,15
1751,"又"" kvg:position=""bottom",534.526817870718,15
1752,八,550.4549505346849,15
